Date Time,Date Time(RAW),Traffic Total (volume),Traffic Total (volume)(RAW),Traffic Total (speed),Traffic Total (speed)(RAW),Traffic In (volume),Traffic In (volume)(RAW),Traffic In (speed),Traffic In (speed)(RAW),Traffic Out (volume),Traffic Out (volume)(RAW),Traffic Out (speed),Traffic Out (speed)(RAW),Downtime,Downtime(RAW),Coverage,Coverage(RAW)
3/1/2025 12:00:00 AM - 1:00:00 AM,45716.95833,"331,414,316 KByte",3.39E+11,"752,542 kbit/s",94067760.37,"34,990,821 KByte",35830600779,"79,454 kbit/s",9931701.854,"296,423,494 KByte",3.04E+11,"673,088 kbit/s",84136058.51,0%,0,100%,10000
3/1/2025 1:00:00 AM - 2:00:00 AM,45717,"309,228,336 KByte",3.17E+11,"703,723 kbit/s",87965368.47,"33,772,629 KByte",34583171983,"76,858 kbit/s",9607210.576,"275,455,708 KByte",2.82E+11,"626,865 kbit/s",78358157.9,0%,0,100%,9999
3/1/2025 2:00:00 AM - 3:00:00 AM,45717.04167,"274,829,321 KByte",2.81E+11,"625,443 kbit/s",78180405.69,"29,956,768 KByte",30675730815,"68,174 kbit/s",8521770.157,"244,872,552 KByte",2.51E+11,"557,269 kbit/s",69658635.54,0%,0,100%,9999
3/1/2025 3:00:00 AM - 4:00:00 AM,45717.08333,"219,381,312 KByte",2.25E+11,"499,257 kbit/s",62407169.45,"23,546,502 KByte",24111617711,"53,586 kbit/s",6698248.38,"195,834,811 KByte",2.01E+11,"445,671 kbit/s",55708921.07,0%,0,100%,9999
3/1/2025 4:00:00 AM - 5:00:00 AM,45717.125,"169,163,809 KByte",1.73E+11,"384,971 kbit/s",48121314.89,"22,602,400 KByte",23144857482,"51,437 kbit/s",6429609.299,"146,561,410 KByte",1.50E+11,"333,534 kbit/s",41691705.6,0%,0,100%,9999
3/1/2025 5:00:00 AM - 6:00:00 AM,45717.16667,"157,778,464 KByte",1.62E+11,"359,059 kbit/s",44882324.31,"19,857,723 KByte",20334308616,"45,190 kbit/s",5648811.339,"137,920,741 KByte",1.41E+11,"313,868 kbit/s",39233512.98,0%,0,100%,9999
3/1/2025 6:00:00 AM - 7:00:00 AM,45717.20833,"137,059,500 KByte",1.40E+11,"311,912 kbit/s",38989062.37,"17,890,720 KByte",18320097285,"40,715 kbit/s",5089340.024,"119,168,780 KByte",1.22E+11,"271,198 kbit/s",33899722.35,0%,0,100%,9999
3/1/2025 7:00:00 AM - 8:00:00 AM,45717.25,"135,938,222 KByte",1.39E+11,"309,359 kbit/s",38669879.82,"17,038,555 KByte",17447479849,"38,775 kbit/s",4846899.161,"118,899,668 KByte",1.22E+11,"270,584 kbit/s",33822980.66,0%,0,100%,9999
3/1/2025 8:00:00 AM - 9:00:00 AM,45717.29167,"153,825,458 KByte",1.58E+11,"350,063 kbit/s",43757835.71,"18,249,082 KByte",18687059991,"41,530 kbit/s",5191210.498,"135,576,376 KByte",1.39E+11,"308,533 kbit/s",38566625.22,0%,0,100%,9999
3/1/2025 9:00:00 AM - 10:00:00 AM,45717.33333,"202,385,093 KByte",2.07E+11,"460,574 kbit/s",57571793.16,"21,198,795 KByte",21707565646,"48,243 kbit/s",6030348.373,"181,186,298 KByte",1.86E+11,"412,332 kbit/s",51541444.79,0%,0,100%,9999
3/1/2025 10:00:00 AM - 11:00:00 AM,45717.375,"254,690,824 KByte",2.61E+11,"579,605 kbit/s",72450622.4,"23,610,103 KByte",24176745175,"53,730 kbit/s",6716247.611,"231,080,721 KByte",2.37E+11,"525,875 kbit/s",65734374.78,0%,0,100%,9999
3/1/2025 11:00:00 AM - 12:00:00 PM,45717.41667,"278,480,992 KByte",2.85E+11,"633,746 kbit/s",79218312.33,"26,172,650 KByte",26800793827,"59,562 kbit/s",7445223.344,"252,308,341 KByte",2.58E+11,"574,185 kbit/s",71773088.98,0%,0,100%,9999
3/1/2025 12:00:00 PM - 1:00:00 PM,45717.45833,"291,796,550 KByte",2.99E+11,"664,047 kbit/s",83005902.53,"29,494,746 KByte",30202620196,"67,122 kbit/s",8390222.682,"262,301,804 KByte",2.69E+11,"596,925 kbit/s",74615679.85,0%,0,100%,9999
3/1/2025 1:00:00 PM - 2:00:00 PM,45717.5,"219,068,345 KByte",2.24E+11,"498,540 kbit/s",62317447.55,"24,523,135 KByte",25111690601,"55,808 kbit/s",6975992.811,"194,545,210 KByte",1.99E+11,"442,732 kbit/s",55341454.74,0%,0,100%,9999
3/1/2025 2:00:00 PM - 3:00:00 PM,45717.54167,"223,533,720 KByte",2.29E+11,"508,699 kbit/s",63587340.64,"24,064,105 KByte",24641643567,"54,763 kbit/s",6845376.364,"199,469,615 KByte",2.04E+11,"453,936 kbit/s",56741964.27,0%,0,100%,9999
3/1/2025 3:00:00 PM - 4:00:00 PM,45717.58333,"284,307,126 KByte",2.91E+11,"646,998 kbit/s",80874749.56,"29,025,129 KByte",29721732595,"66,053 kbit/s",8256564.335,"255,281,997 KByte",2.61E+11,"580,945 kbit/s",72618185.22,0%,0,100%,9999
3/1/2025 4:00:00 PM - 5:00:00 PM,45717.625,"240,423,277 KByte",2.46E+11,"547,142 kbit/s",68392764.98,"25,442,294 KByte",26052909532,"57,900 kbit/s",7237522.441,"214,980,983 KByte",2.20E+11,"489,242 kbit/s",61155242.54,0%,0,100%,9999
3/1/2025 5:00:00 PM - 6:00:00 PM,45717.66667,"187,844,180 KByte",1.92E+11,"427,477 kbit/s",53434647.19,"22,111,045 KByte",22641710046,"50,318 kbit/s",6289765.748,"165,733,135 KByte",1.70E+11,"377,159 kbit/s",47144881.45,0%,0,100%,9999
3/1/2025 6:00:00 PM - 7:00:00 PM,45717.70833,"225,574,668 KByte",2.31E+11,"513,343 kbit/s",64167917.2,"24,673,748 KByte",25265918324,"56,150 kbit/s",7018798.062,"200,900,920 KByte",2.06E+11,"457,193 kbit/s",57149119.14,0%,0,100%,9999
3/1/2025 7:00:00 PM - 8:00:00 PM,45717.75,"274,184,918 KByte",2.81E+11,"623,963 kbit/s",77995359.59,"29,763,363 KByte",30477684158,"67,733 kbit/s",8466564.297,"244,421,554 KByte",2.50E+11,"556,230 kbit/s",69528795.29,0%,0,100%,9999
3/1/2025 8:00:00 PM - 9:00:00 PM,45717.79167,"324,905,273 KByte",3.33E+11,"739,385 kbit/s",92423148.02,"33,924,760 KByte",34738954054,"77,202 kbit/s",9650299.2,"290,980,513 KByte",2.98E+11,"662,183 kbit/s",82772848.82,0%,0,100%,9999
3/1/2025 9:00:00 PM - 10:00:00 PM,45717.83333,"301,241,140 KByte",3.08E+11,"685,542 kbit/s",85692795.73,"31,769,748 KByte",32532221887,"72,299 kbit/s",9037406.107,"269,471,392 KByte",2.76E+11,"613,243 kbit/s",76655389.62,0%,0,100%,9999
3/1/2025 10:00:00 PM - 11:00:00 PM,45717.875,"324,752,639 KByte",3.33E+11,"739,042 kbit/s",92380242.61,"33,527,303 KByte",34331958057,"76,298 kbit/s",9537290.835,"291,225,336 KByte",2.98E+11,"662,744 kbit/s",82842951.77,0%,0,100%,9999
3/1/2025 11:00:00 PM - 12:00:00 AM,45717.91667,"330,603,370 KByte",3.39E+11,"752,356 kbit/s",94044561.5,"34,392,159 KByte",35217570392,"78,266 kbit/s",9783310.663,"296,211,211 KByte",3.03E+11,"674,090 kbit/s",84261250.83,0%,0,100%,9999
3/2/2025 12:00:00 AM - 1:00:00 AM,45717.95833,"335,025,095 KByte",3.43E+11,"762,421 kbit/s",95302645.16,"33,036,658 KByte",33829537761,"75,182 kbit/s",9397746.444,"301,988,437 KByte",3.09E+11,"687,239 kbit/s",85904898.71,0%,0,100%,9999
3/2/2025 1:00:00 AM - 2:00:00 AM,45718,"328,986,468 KByte",3.37E+11,"748,679 kbit/s",93584872.06,"32,670,094 KByte",33454176632,"74,348 kbit/s",9293472.222,"296,316,374 KByte",3.03E+11,"674,331 kbit/s",84291399.84,0%,0,100%,9999
3/2/2025 2:00:00 AM - 3:00:00 AM,45718.04167,"299,710,524 KByte",3.07E+11,"682,057 kbit/s",85257150.9,"28,680,532 KByte",29368864639,"65,269 kbit/s",8158607.188,"271,029,992 KByte",2.78E+11,"616,788 kbit/s",77098543.71,0%,0,100%,9999
3/2/2025 3:00:00 AM - 4:00:00 AM,45718.08333,"253,329,632 KByte",2.59E+11,"576,509 kbit/s",72063611.3,"25,997,357 KByte",26621293768,"59,163 kbit/s",7395358.476,"227,332,275 KByte",2.33E+11,"517,346 kbit/s",64668252.83,0%,0,100%,9999
3/2/2025 4:00:00 AM - 5:00:00 AM,45718.125,"208,748,113 KByte",2.14E+11,"475,054 kbit/s",59381694.59,"22,545,666 KByte",23086762165,"51,308 kbit/s",6413470.501,"186,202,447 KByte",1.91E+11,"423,746 kbit/s",52968224.09,0%,0,100%,9999
3/2/2025 5:00:00 AM - 6:00:00 AM,45718.16667,"173,559,763 KByte",1.78E+11,"394,971 kbit/s",49371401.8,"19,581,511 KByte",20051467671,"44,562 kbit/s",5570223.479,"153,978,252 KByte",1.58E+11,"350,409 kbit/s",43801178.33,0%,0,100%,9999
3/2/2025 6:00:00 AM - 7:00:00 AM,45718.20833,"140,770,902 KByte",1.44E+11,"320,359 kbit/s",40044838.21,"16,283,023 KByte",16673815859,"37,056 kbit/s",4632001.516,"124,487,879 KByte",1.27E+11,"283,303 kbit/s",35412836.69,0%,0,100%,9999
3/2/2025 7:00:00 AM - 8:00:00 AM,45718.25,"121,847,566 KByte",1.25E+11,"277,293 kbit/s",34661655.42,"16,677,855 KByte",17078123760,"37,954 kbit/s",4744305.447,"105,169,711 KByte",1.08E+11,"239,339 kbit/s",29917349.98,0%,0,100%,9999
3/2/2025 8:00:00 AM - 9:00:00 AM,45718.29167,"141,041,661 KByte",1.44E+11,"320,972 kbit/s",40121526.01,"17,306,906 KByte",17722272031,"39,386 kbit/s",4923222.584,"123,734,755 KByte",1.27E+11,"281,586 kbit/s",35198303.43,0%,0,100%,9999
3/2/2025 9:00:00 AM - 10:00:00 AM,45718.33333,"145,801,429 KByte",1.49E+11,"331,802 kbit/s",41475286.7,"14,512,017 KByte",14860305351,"33,025 kbit/s",4128149.275,"131,289,412 KByte",1.34E+11,"298,777 kbit/s",37347137.43,0%,0,100%,9999
3/2/2025 10:00:00 AM - 11:00:00 AM,45718.375,"156,833,026 KByte",1.61E+11,"356,910 kbit/s",44613752.78,"13,427,545 KByte",13749805986,"30,558 kbit/s",3819687.639,"143,405,481 KByte",1.47E+11,"326,353 kbit/s",40794065.15,0%,0,100%,9999
3/2/2025 11:00:00 AM - 12:00:00 PM,45718.41667,"216,003,330 KByte",2.21E+11,"491,571 kbit/s",61446408.98,"16,625,983 KByte",17025006143,"37,837 kbit/s",4729588.781,"199,377,347 KByte",2.04E+11,"453,735 kbit/s",56716820.2,0%,0,100%,9999
3/2/2025 12:00:00 PM - 1:00:00 PM,45718.45833,"276,527,821 KByte",2.83E+11,"629,309 kbit/s",78663576.15,"23,738,889 KByte",24308622497,"54,024 kbit/s",6752976.644,"252,788,932 KByte",2.59E+11,"575,285 kbit/s",71910599.51,0%,0,100%,9999
3/2/2025 1:00:00 PM - 2:00:00 PM,45718.5,"299,853,942 KByte",3.07E+11,"682,385 kbit/s",85298185.17,"26,053,887 KByte",26679180505,"59,292 kbit/s",7411439.332,"273,800,054 KByte",2.80E+11,"623,094 kbit/s",77886745.84,0%,0,100%,9999
3/2/2025 2:00:00 PM - 3:00:00 PM,45718.54167,"302,860,515 KByte",3.10E+11,"689,230 kbit/s",86153691.82,"27,327,080 KByte",27982930206,"62,189 kbit/s",7773640.785,"275,533,435 KByte",2.82E+11,"627,040 kbit/s",78380051.04,0%,0,100%,9999
3/2/2025 3:00:00 PM - 4:00:00 PM,45718.58333,"294,813,555 KByte",3.02E+11,"670,913 kbit/s",83864134.64,"27,275,336 KByte",27929944163,"62,071 kbit/s",7758878.186,"267,538,219 KByte",2.74E+11,"608,842 kbit/s",76105256.45,0%,0,100%,9999
3/2/2025 4:00:00 PM - 5:00:00 PM,45718.625,"278,236,843 KByte",2.85E+11,"633,184 kbit/s",79147980.93,"27,642,382 KByte",28305798749,"62,906 kbit/s",7863224.247,"250,594,461 KByte",2.57E+11,"570,278 kbit/s",71284756.68,0%,0,100%,9999
3/2/2025 5:00:00 PM - 6:00:00 PM,45718.66667,"270,711,791 KByte",2.77E+11,"616,066 kbit/s",77008240.73,"26,699,499 KByte",27340287250,"60,761 kbit/s",7595093.868,"244,012,292 KByte",2.50E+11,"555,305 kbit/s",69413146.86,0%,0,100%,9999
3/2/2025 6:00:00 PM - 7:00:00 PM,45718.70833,"266,160,656 KByte",2.73E+11,"605,705 kbit/s",75713177.78,"27,417,563 KByte",28075584317,"62,395 kbit/s",7799315.04,"238,743,093 KByte",2.44E+11,"543,311 kbit/s",67913862.74,0%,0,100%,9999
3/2/2025 7:00:00 PM - 8:00:00 PM,45718.75,"255,537,507 KByte",2.62E+11,"581,527 kbit/s",72690868.34,"25,349,529 KByte",25957917503,"57,688 kbit/s",7210993.342,"230,187,978 KByte",2.36E+11,"523,839 kbit/s",65479875,0%,0,100%,9999
3/2/2025 8:00:00 PM - 9:00:00 PM,45718.79167,"318,176,358 KByte",3.26E+11,"724,074 kbit/s",90509279.93,"29,435,278 KByte",30141724796,"66,986 kbit/s",8373236.289,"288,741,080 KByte",2.96E+11,"657,088 kbit/s",82136043.64,0%,0,100%,9999
3/2/2025 9:00:00 PM - 10:00:00 PM,45718.83333,"300,019,331 KByte",3.07E+11,"682,752 kbit/s",85344047.31,"28,343,371 KByte",29023612379,"64,501 kbit/s",8062607.265,"271,675,959 KByte",2.78E+11,"618,252 kbit/s",77281440.04,0%,0,100%,9999
3/2/2025 10:00:00 PM - 11:00:00 PM,45718.875,"321,049,652 KByte",3.29E+11,"730,619 kbit/s",91327385.77,"31,898,659 KByte",32664226697,"72,592 kbit/s",9074051.653,"289,150,993 KByte",2.96E+11,"658,027 kbit/s",82253334.12,0%,0,100%,9999
3/2/2025 11:00:00 PM - 12:00:00 AM,45718.91667,"329,684,148 KByte",3.38E+11,"750,267 kbit/s",93783337.15,"31,715,552 KByte",32476725646,"72,176 kbit/s",9021939.203,"297,968,596 KByte",3.05E+11,"678,091 kbit/s",84761397.94,0%,0,100%,9999
3/3/2025 12:00:00 AM - 1:00:00 AM,45718.95833,"341,578,075 KByte",3.50E+11,"777,334 kbit/s",97166733.5,"33,245,757 KByte",34043655109,"75,658 kbit/s",9457227.616,"308,332,318 KByte",3.16E+11,"701,676 kbit/s",87709505.89,0%,0,100%,9999
3/3/2025 1:00:00 AM - 2:00:00 AM,45719,"332,633,705 KByte",3.41E+11,"756,983 kbit/s",94622906.25,"29,374,114 KByte",30079092319,"66,847 kbit/s",8355930.117,"303,259,592 KByte",3.11E+11,"690,136 kbit/s",86266976.13,0%,0,100%,9999
3/3/2025 2:00:00 AM - 3:00:00 AM,45719.04167,"284,631,177 KByte",2.91E+11,"647,739 kbit/s",80967379.81,"26,529,510 KByte",27166218038,"60,374 kbit/s",7546695.753,"258,101,667 KByte",2.64E+11,"587,365 kbit/s",73420684.05,0%,0,100%,9999
3/3/2025 3:00:00 AM - 4:00:00 AM,45719.08333,"250,009,836 KByte",2.56E+11,"568,949 kbit/s",71118650.24,"23,267,848 KByte",23826275910,"52,951 kbit/s",6618851.232,"226,741,989 KByte",2.32E+11,"515,998 kbit/s",64499799,0%,0,100%,9999
3/3/2025 4:00:00 AM - 5:00:00 AM,45719.125,"178,153,129 KByte",1.82E+11,"405,425 kbit/s",50678186.98,"20,131,962 KByte",20615128905,"45,815 kbit/s",5726822.392,"158,021,167 KByte",1.62E+11,"359,611 kbit/s",44951364.59,0%,0,100%,9999
3/3/2025 5:00:00 AM - 6:00:00 AM,45719.16667,"152,757,888 KByte",1.56E+11,"347,633 kbit/s",43454150.33,"17,703,850 KByte",18128742677,"40,289 kbit/s",5036111.585,"135,054,038 KByte",1.38E+11,"307,344 kbit/s",38418038.75,0%,0,100%,9999
3/3/2025 6:00:00 AM - 7:00:00 AM,45719.20833,"128,891,338 KByte",1.32E+11,"293,320 kbit/s",36664971.15,"15,521,895 KByte",15894420593,"35,323 kbit/s",4415423.458,"113,369,443 KByte",1.16E+11,"257,996 kbit/s",32249547.69,0%,0,100%,9999
3/3/2025 7:00:00 AM - 8:00:00 AM,45719.25,"109,730,033 KByte",1.12E+11,"249,716 kbit/s",31214526.21,"16,375,894 KByte",16768915631,"37,267 kbit/s",4658394.439,"93,354,139 KByte",95594638650,"212,449 kbit/s",26556131.77,0%,0,100%,9999
3/3/2025 8:00:00 AM - 9:00:00 AM,45719.29167,"134,877,845 KByte",1.38E+11,"306,943 kbit/s",38367918.22,"16,755,432 KByte",17157562383,"38,131 kbit/s",4766320.545,"118,122,413 KByte",1.21E+11,"268,813 kbit/s",33601597.68,0%,0,100%,9999
3/3/2025 9:00:00 AM - 10:00:00 AM,45719.33333,"141,922,564 KByte",1.45E+11,"322,975 kbit/s",40371888.51,"16,611,796 KByte",17010478798,"37,804 kbit/s",4725461.156,"125,310,768 KByte",1.28E+11,"285,171 kbit/s",35646427.36,0%,0,100%,9999
3/3/2025 10:00:00 AM - 11:00:00 AM,45719.375,"170,839,524 KByte",1.75E+11,"388,786 kbit/s",48598268.41,"18,256,096 KByte",18694242202,"41,546 kbit/s",5193263.403,"152,583,428 KByte",1.56E+11,"347,240 kbit/s",43405005,0%,0,100%,9999
3/3/2025 11:00:00 AM - 12:00:00 PM,45719.41667,"194,227,913 KByte",1.99E+11,"442,003 kbit/s",55250427.13,"16,110,060 KByte",16496701102,"36,662 kbit/s",4582697.027,"178,117,853 KByte",1.82E+11,"405,342 kbit/s",50667730.11,0%,0,100%,9999
3/3/2025 12:00:00 PM - 1:00:00 PM,45719.45833,"264,284,563 KByte",2.71E+11,"601,434 kbit/s",75179287.59,"23,200,350 KByte",23757157921,"52,797 kbit/s",6599650.51,"241,084,213 KByte",2.47E+11,"548,637 kbit/s",68579637.08,0%,0,100%,9999
3/3/2025 1:00:00 PM - 2:00:00 PM,45719.5,"293,811,784 KByte",3.01E+11,"668,628 kbit/s",83578469.27,"27,162,070 KByte",27813959848,"61,813 kbit/s",7726593.601,"266,649,713 KByte",2.73E+11,"606,815 kbit/s",75851875.67,0%,0,100%,9999
3/3/2025 2:00:00 PM - 3:00:00 PM,45719.54167,"277,890,026 KByte",2.85E+11,"632,400 kbit/s",79049983.15,"27,173,277 KByte",27825435657,"61,839 kbit/s",7729845.949,"250,716,749 KByte",2.57E+11,"570,561 kbit/s",71320137.2,0%,0,100%,9999
3/3/2025 3:00:00 PM - 4:00:00 PM,45719.58333,"264,101,650 KByte",2.70E+11,"601,026 kbit/s",75128299.23,"26,251,356 KByte",26881388861,"59,741 kbit/s",7467654.022,"237,850,294 KByte",2.44E+11,"541,285 kbit/s",67660645.2,0%,0,100%,9999
3/3/2025 4:00:00 PM - 5:00:00 PM,45719.625,"248,408,248 KByte",2.54E+11,"565,304 kbit/s",70663057.07,"23,914,196 KByte",24488137113,"54,422 kbit/s",6802713.823,"224,494,052 KByte",2.30E+11,"510,883 kbit/s",63860343.25,0%,0,100%,9999
3/3/2025 5:00:00 PM - 6:00:00 PM,45719.66667,"248,916,366 KByte",2.55E+11,"566,456 kbit/s",70807007.99,"24,283,018 KByte",24865810033,"55,261 kbit/s",6907572.396,"224,633,349 KByte",2.30E+11,"511,195 kbit/s",63899435.59,0%,0,100%,9999
3/3/2025 6:00:00 PM - 7:00:00 PM,45719.70833,"284,875,342 KByte",2.92E+11,"648,300 kbit/s",81037511.34,"26,391,572 KByte",27024969909,"60,060 kbit/s",7507520.004,"258,483,770 KByte",2.65E+11,"588,240 kbit/s",73529991.33,0%,0,100%,9999
3/3/2025 7:00:00 PM - 8:00:00 PM,45719.75,"258,680,368 KByte",2.65E+11,"588,678 kbit/s",73584690.28,"24,369,737 KByte",24954610924,"55,458 kbit/s",6932260.006,"234,310,630 KByte",2.40E+11,"533,219 kbit/s",66652430.28,0%,0,100%,9999
3/3/2025 8:00:00 PM - 9:00:00 PM,45719.79167,"330,279,165 KByte",3.38E+11,"751,623 kbit/s",93952859.17,"29,784,488 KByte",30499316010,"67,781 kbit/s",8472644.138,"300,494,677 KByte",3.08E+11,"683,842 kbit/s",85480215.04,0%,0,100%,9999
3/3/2025 9:00:00 PM - 10:00:00 PM,45719.83333,"297,223,373 KByte",3.04E+11,"676,397 kbit/s",84549643.45,"28,710,965 KByte",29400027891,"65,338 kbit/s",8167264.272,"268,512,408 KByte",2.75E+11,"611,059 kbit/s",76382379.18,0%,0,100%,9999
3/3/2025 10:00:00 PM - 11:00:00 PM,45719.875,"305,758,506 KByte",3.13E+11,"695,828 kbit/s",86978556.54,"28,652,129 KByte",29339780033,"65,205 kbit/s",8150618.116,"277,106,377 KByte",2.84E+11,"630,624 kbit/s",78827938.42,0%,0,100%,9999
3/3/2025 11:00:00 PM - 12:00:00 AM,45719.91667,"322,370,702 KByte",3.30E+11,"733,627 kbit/s",91703432.97,"30,827,494 KByte",31567353547,"70,155 kbit/s",8769367.021,"291,543,208 KByte",2.99E+11,"663,473 kbit/s",82934065.95,0%,0,100%,9999
3/4/2025 12:00:00 AM - 1:00:00 AM,45719.95833,"329,844,272 KByte",3.38E+11,"750,629 kbit/s",93828625.93,"31,633,920 KByte",32393133795,"71,990 kbit/s",8998692.634,"298,210,352 KByte",3.05E+11,"678,639 kbit/s",84829933.29,0%,0,100%,9999
3/4/2025 1:00:00 AM - 2:00:00 AM,45720,"331,516,952 KByte",3.39E+11,"754,444 kbit/s",94305490.03,"28,671,853 KByte",29359977594,"65,249 kbit/s",8156183.702,"302,845,099 KByte",3.10E+11,"689,194 kbit/s",86149306.33,0%,0,100%,9999
3/4/2025 2:00:00 AM - 3:00:00 AM,45720.04167,"291,333,369 KByte",2.98E+11,"662,989 kbit/s",82873683.25,"24,832,584 KByte",25428565976,"56,512 kbit/s",7063961.48,"266,500,785 KByte",2.73E+11,"606,478 kbit/s",75809721.77,0%,0,100%,9999
3/4/2025 3:00:00 AM - 4:00:00 AM,45720.08333,"247,323,834 KByte",2.53E+11,"562,830 kbit/s",70353799.14,"22,962,513 KByte",23513613482,"52,255 kbit/s",6531922.185,"224,361,321 KByte",2.30E+11,"510,575 kbit/s",63821876.96,0%,0,100%,9999
3/4/2025 4:00:00 AM - 5:00:00 AM,45720.125,"210,246,647 KByte",2.15E+11,"478,465 kbit/s",59808142.41,"19,642,974 KByte",20114405350,"44,702 kbit/s",5587769.424,"190,603,673 KByte",1.95E+11,"433,763 kbit/s",54220372.98,0%,0,100%,9999
3/4/2025 5:00:00 AM - 6:00:00 AM,45720.16667,"177,614,289 KByte",1.82E+11,"404,197 kbit/s",50524625.72,"17,553,782 KByte",17975072730,"39,947 kbit/s",4993394.781,"160,060,507 KByte",1.64E+11,"364,250 kbit/s",45531230.94,0%,0,100%,9999
3/4/2025 6:00:00 AM - 7:00:00 AM,45720.20833,"150,651,320 KByte",1.54E+11,"342,841 kbit/s",42855145.02,"15,359,842 KByte",15728478577,"34,955 kbit/s",4369349.528,"135,291,477 KByte",1.39E+11,"307,886 kbit/s",38485795.49,0%,0,100%,9999
3/4/2025 7:00:00 AM - 8:00:00 AM,45720.25,"122,726,543 KByte",1.26E+11,"279,290 kbit/s",34911210.7,"12,370,401 KByte",12667290751,"28,151 kbit/s",3518926.47,"110,356,142 KByte",1.13E+11,"251,138 kbit/s",31392284.23,0%,0,100%,9999
3/4/2025 8:00:00 AM - 9:00:00 AM,45720.29167,"127,257,800 KByte",1.30E+11,"289,602 kbit/s",36200288.13,"13,979,585 KByte",14315094861,"31,814 kbit/s",3976691.398,"113,278,215 KByte",1.16E+11,"257,789 kbit/s",32223596.73,0%,0,100%,9999
3/4/2025 9:00:00 AM - 10:00:00 AM,45720.33333,"138,303,656 KByte",1.42E+11,"314,740 kbit/s",39342438.79,"13,131,942 KByte",13447109081,"29,885 kbit/s",3735567.493,"125,171,714 KByte",1.28E+11,"284,855 kbit/s",35606871.3,0%,0,100%,9999
3/4/2025 10:00:00 AM - 11:00:00 AM,45720.375,"152,335,536 KByte",1.56E+11,"346,671 kbit/s",43333885.86,"13,059,683 KByte",13373114955,"29,720 kbit/s",3715001.821,"139,275,854 KByte",1.43E+11,"316,951 kbit/s",39618884.04,0%,0,100%,9999
3/4/2025 11:00:00 AM - 12:00:00 PM,45720.41667,"202,888,878 KByte",2.08E+11,"461,716 kbit/s",57714461.68,"18,028,946 KByte",18461640980,"41,029 kbit/s",5128575.511,"184,859,931 KByte",1.89E+11,"420,687 kbit/s",52585886.17,0%,0,100%,9999
3/4/2025 12:00:00 PM - 1:00:00 PM,45720.45833,"259,849,129 KByte",2.66E+11,"591,341 kbit/s",73917569.03,"22,089,181 KByte",22619321748,"50,269 kbit/s",6283563.834,"237,759,948 KByte",2.43E+11,"541,072 kbit/s",67634005.19,0%,0,100%,9999
3/4/2025 1:00:00 PM - 2:00:00 PM,45720.5,"288,485,822 KByte",2.95E+11,"656,507 kbit/s",82063432.22,"25,517,275 KByte",26129689909,"58,070 kbit/s",7258710.948,"262,968,546 KByte",2.69E+11,"598,438 kbit/s",74804721.28,0%,0,100%,9999
3/4/2025 2:00:00 PM - 3:00:00 PM,45720.54167,"282,304,151 KByte",2.89E+11,"642,447 kbit/s",80305870.2,"26,458,934 KByte",27093948600,"60,213 kbit/s",7526661.333,"255,845,216 KByte",2.62E+11,"582,234 kbit/s",72779208.87,0%,0,100%,9999
3/4/2025 3:00:00 PM - 4:00:00 PM,45720.58333,"277,791,434 KByte",2.84E+11,"632,181 kbit/s",79022595.84,"26,001,429 KByte",26625463289,"59,172 kbit/s",7396557.859,"251,790,005 KByte",2.58E+11,"573,008 kbit/s",71626037.98,0%,0,100%,9999
3/4/2025 4:00:00 PM - 5:00:00 PM,45720.625,"250,205,016 KByte",2.56E+11,"569,397 kbit/s",71174567.12,"22,878,987 KByte",23428082350,"52,066 kbit/s",6508270.695,"227,326,029 KByte",2.33E+11,"517,330 kbit/s",64666296.42,0%,0,100%,9999
3/4/2025 5:00:00 PM - 6:00:00 PM,45720.66667,"256,671,905 KByte",2.63E+11,"584,110 kbit/s",73013764.89,"23,832,566 KByte",24404547715,"54,236 kbit/s",6779492.998,"232,839,338 KByte",2.38E+11,"529,874 kbit/s",66234271.89,0%,0,100%,9999
3/4/2025 6:00:00 PM - 7:00:00 PM,45720.70833,"293,767,916 KByte",3.01E+11,"668,533 kbit/s",83566687.14,"26,172,860 KByte",26801008959,"59,562 kbit/s",7445262.424,"267,595,056 KByte",2.74E+11,"608,971 kbit/s",76121424.72,0%,0,100%,9999
3/4/2025 7:00:00 PM - 8:00:00 PM,45720.75,"273,838,225 KByte",2.80E+11,"623,179 kbit/s",77897387.64,"27,159,685 KByte",27811517314,"61,808 kbit/s",7725979.463,"246,678,540 KByte",2.53E+11,"561,371 kbit/s",70171408.17,0%,0,100%,9999
3/4/2025 8:00:00 PM - 9:00:00 PM,45720.79167,"329,885,165 KByte",3.38E+11,"750,720 kbit/s",93839997.89,"30,926,584 KByte",31668822489,"70,380 kbit/s",8797457.196,"298,958,581 KByte",3.06E+11,"680,340 kbit/s",85042540.7,0%,0,100%,9999
3/4/2025 9:00:00 PM - 10:00:00 PM,45720.83333,"310,274,312 KByte",3.18E+11,"706,090 kbit/s",88261198.12,"28,753,481 KByte",29443564382,"65,434 kbit/s",8179267.728,"281,520,831 KByte",2.88E+11,"640,655 kbit/s",80081930.39,0%,0,100%,9999
