Date Time,Date Time(RAW),Traffic Total (volume),Traffic Total (volume)(RAW),Traffic Total (speed),Traffic Total (speed)(RAW),Traffic In (volume),Traffic In (volume)(RAW),Traffic In (speed),Traffic In (speed)(RAW),Traffic Out (volume),Traffic Out (volume)(RAW),Traffic Out (speed),Traffic Out (speed)(RAW),Downtime,Downtime(RAW),Coverage,Coverage(RAW)
7/17/2025 2:00:00 PM - 3:00:00 PM,45855.54167,"384,320,270 KByte",3.94E+11,"874,613 kbit/s",109326572.5,"32,762,892 KByte",33549201219,"74,560 kbit/s",9319973.337,"351,557,378 KByte",3.60E+11,"800,053 kbit/s",100006599.2,0%,0,100%,9999
7/17/2025 3:00:00 PM - 4:00:00 PM,45855.58333,"355,824,700 KByte",3.64E+11,"809,753 kbit/s",101219107.1,"28,609,362 KByte",29295986992,"65,107 kbit/s",8138316.719,"327,215,338 KByte",3.35E+11,"744,646 kbit/s",93080790.35,0%,0,100%,9999
7/17/2025 4:00:00 PM - 5:00:00 PM,45855.625,"279,598,450 KByte",2.86E+11,"636,290 kbit/s",79536190.94,"23,722,383 KByte",24291720021,"53,986 kbit/s",6748206.121,"255,876,067 KByte",2.62E+11,"582,304 kbit/s",72787984.82,0%,0,100%,9999
7/17/2025 5:00:00 PM - 6:00:00 PM,45855.66667,"157,183,602 KByte",1.61E+11,"357,705 kbit/s",44713107.39,"15,099,330 KByte",15461714431,"34,362 kbit/s",4295218.954,"142,084,271 KByte",1.45E+11,"323,343 kbit/s",40417888.43,0%,0,100%,9999
7/17/2025 6:00:00 PM - 7:00:00 PM,45855.70833,"149,400,540 KByte",1.53E+11,"339,996 kbit/s",42499458.98,"19,243,811 KByte",19705662630,"43,794 kbit/s",5474220.948,"130,156,728 KByte",1.33E+11,"296,202 kbit/s",37025238.03,0%,0,100%,9999
7/17/2025 7:00:00 PM - 8:00:00 PM,45855.75,"258,940,473 KByte",2.65E+11,"589,276 kbit/s",73659498.79,"25,010,644 KByte",25610899886,"56,917 kbit/s",7114652.693,"233,929,828 KByte",2.40E+11,"532,359 kbit/s",66544846.1,0%,0,100%,9999
7/17/2025 8:00:00 PM - 9:00:00 PM,45855.79167,"72,321,521 KByte",74057237977,"626,986 kbit/s",78373253.02,"6,084,024 KByte",6230040730,"52,745 kbit/s",6593124.073,"66,237,497 KByte",67827197247,"574,241 kbit/s",71780128.95,70%,70.35,100%,9999
7/17/2025 9:00:00 PM - 10:00:00 PM,45855.83333,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/17/2025 10:00:00 PM - 11:00:00 PM,45855.875,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/17/2025 11:00:00 PM - 12:00:00 AM,45855.91667,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 12:00:00 AM - 1:00:00 AM,45855.95833,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 1:00:00 AM - 2:00:00 AM,45856,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 2:00:00 AM - 3:00:00 AM,45856.04167,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 3:00:00 AM - 4:00:00 AM,45856.08333,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 4:00:00 AM - 5:00:00 AM,45856.125,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 5:00:00 AM - 6:00:00 AM,45856.16667,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 6:00:00 AM - 7:00:00 AM,45856.20833,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,0 KByte,0,0 kbit/s,0,100%,100,100%,9999
7/18/2025 7:00:00 AM - 8:00:00 AM,45856.25,"46,751,485 KByte",47873521152,"365,492 kbit/s",45686508.01,"4,490,523 KByte",4598295321,"35,106 kbit/s",4388230.716,"42,260,963 KByte",43275225831,"330,386 kbit/s",41298277.3,71%,70.52,99%,9874
7/18/2025 8:00:00 AM - 9:00:00 AM,45856.29167,"180,148,376 KByte",1.84E+11,"409,965 kbit/s",51245621.17,"14,547,946 KByte",14897097197,"33,107 kbit/s",4138358.445,"165,600,430 KByte",1.70E+11,"376,858 kbit/s",47107262.73,0%,0,100%,9999
7/18/2025 9:00:00 AM - 10:00:00 AM,45856.33333,"243,938,083 KByte",2.50E+11,"555,136 kbit/s",69392037.02,"19,617,385 KByte",20088202676,"44,644 kbit/s",5580474.835,"224,320,698 KByte",2.30E+11,"510,492 kbit/s",63811562.19,0%,0,100%,9999
7/18/2025 10:00:00 AM - 11:00:00 AM,45856.375,"300,158,178 KByte",3.07E+11,"683,070 kbit/s",85383781.31,"27,442,332 KByte",28100948088,"62,451 kbit/s",7806317.65,"272,715,846 KByte",2.79E+11,"620,620 kbit/s",77577463.66,0%,0,100%,9999
7/18/2025 11:00:00 AM - 12:00:00 PM,45856.41667,"373,561,430 KByte",3.83E+11,"850,119 kbit/s",106264852.9,"30,279,973 KByte",31006691956,"68,909 kbit/s",8613568.152,"343,281,457 KByte",3.52E+11,"781,210 kbit/s",97651284.7,0%,0,100%,9999
7/18/2025 12:00:00 PM - 1:00:00 PM,45856.45833,"386,819,426 KByte",3.96E+11,"880,285 kbit/s",110035666.8,"31,267,954 KByte",32018384834,"71,157 kbit/s",8894564.051,"355,551,472 KByte",3.64E+11,"809,129 kbit/s",101141102.7,0%,0,100%,9999
7/18/2025 1:00:00 PM - 2:00:00 PM,45856.5,"364,116,748 KByte",3.73E+11,"828,616 kbit/s",103577028.2,"28,823,823 KByte",29515594765,"65,594 kbit/s",8199254.614,"335,292,925 KByte",3.43E+11,"763,022 kbit/s",95377773.56,0%,0,100%,9999
7/18/2025 2:00:00 PM - 3:00:00 PM,45856.54167,"426,380,695 KByte",4.37E+11,"970,315 kbit/s",121289369,"31,480,308 KByte",32235835864,"71,640 kbit/s",8954970.974,"394,900,387 KByte",4.04E+11,"898,675 kbit/s",112334398.1,0%,0,100%,9999
7/18/2025 3:00:00 PM - 4:00:00 PM,45856.58333,"428,338,332 KByte",4.39E+11,"974,775 kbit/s",121846920.5,"33,665,506 KByte",34473477735,"76,613 kbit/s",9576631.081,"394,672,826 KByte",4.04E+11,"898,162 kbit/s",112270289.4,0%,0,100%,9999
7/18/2025 4:00:00 PM - 5:00:00 PM,45856.625,"421,207,408 KByte",4.31E+11,"958,545 kbit/s",119818094.9,"34,793,569 KByte",35628614617,"79,180 kbit/s",9897497.227,"386,413,839 KByte",3.96E+11,"879,365 kbit/s",109920597.7,0%,0,100%,9999
7/18/2025 5:00:00 PM - 6:00:00 PM,45856.66667,"376,308,707 KByte",3.85E+11,"856,371 kbit/s",107046354.9,"32,594,037 KByte",33376293887,"74,175 kbit/s",9271836.624,"343,714,670 KByte",3.52E+11,"782,196 kbit/s",97774518.3,0%,0,100%,9999
7/18/2025 6:00:00 PM - 7:00:00 PM,45856.70833,"334,395,960 KByte",3.42E+11,"760,985 kbit/s",95123150.34,"31,327,384 KByte",32079241125,"71,292 kbit/s",8911469.656,"303,068,576 KByte",3.10E+11,"689,693 kbit/s",86211680.68,0%,0,100%,9999
7/18/2025 7:00:00 PM - 8:00:00 PM,45856.75,"307,865,081 KByte",3.15E+11,"700,613 kbit/s",87576593.7,"29,741,714 KByte",30455515338,"67,684 kbit/s",8460452.903,"278,123,367 KByte",2.85E+11,"632,929 kbit/s",79116140.79,0%,0,100%,9999
7/18/2025 8:00:00 PM - 9:00:00 PM,45856.79167,"293,180,614 KByte",3.00E+11,"667,193 kbit/s",83399156.73,"28,665,952 KByte",29353934951,"65,235 kbit/s",8154414.447,"264,514,662 KByte",2.71E+11,"601,958 kbit/s",75244742.28,0%,0,100%,9999
7/18/2025 9:00:00 PM - 10:00:00 PM,45856.83333,"385,729,272 KByte",3.95E+11,"877,800 kbit/s",109724949,"34,735,439 KByte",35569089934,"79,047 kbit/s",9880879.144,"350,993,832 KByte",3.59E+11,"798,753 kbit/s",99844069.87,0%,0,100%,9999
7/18/2025 10:00:00 PM - 11:00:00 PM,45856.875,"371,210,169 KByte",3.80E+11,"844,761 kbit/s",105595123.3,"34,154,672 KByte",34974384545,"77,726 kbit/s",9715700.555,"337,055,497 KByte",3.45E+11,"767,035 kbit/s",95879422.79,0%,0,100%,9999
7/18/2025 11:00:00 PM - 12:00:00 AM,45856.91667,"316,498,413 KByte",3.24E+11,"720,258 kbit/s",90032217.53,"29,080,630 KByte",29778565026,"66,179 kbit/s",8272375.11,"287,417,784 KByte",2.94E+11,"654,079 kbit/s",81759842.42,0%,0,100%,9999
7/19/2025 12:00:00 AM - 1:00:00 AM,45856.95833,"224,123,094 KByte",2.30E+11,"510,033 kbit/s",63754110.9,"23,487,263 KByte",24050957532,"53,450 kbit/s",6681192.714,"200,635,831 KByte",2.05E+11,"456,583 kbit/s",57072918.18,0%,0,100%,9999
7/19/2025 1:00:00 AM - 2:00:00 AM,45857,"301,535,243 KByte",3.09E+11,"686,206 kbit/s",85775743.09,"27,432,456 KByte",28090834472,"62,428 kbit/s",7803529.811,"274,102,788 KByte",2.81E+11,"623,778 kbit/s",77972213.28,0%,0,100%,9999
7/19/2025 2:00:00 AM - 3:00:00 AM,45857.04167,"294,020,291 KByte",3.01E+11,"669,108 kbit/s",83638479,"21,979,826 KByte",22507342171,"50,020 kbit/s",6252491.061,"272,040,465 KByte",2.79E+11,"619,088 kbit/s",77385987.94,0%,0,100%,9999
7/19/2025 3:00:00 AM - 4:00:00 AM,45857.08333,"229,793,399 KByte",2.35E+11,"522,943 kbit/s",65367813.67,"18,280,349 KByte",18719077855,"41,601 kbit/s",5200090.521,"211,513,050 KByte",2.17E+11,"481,342 kbit/s",60167723.15,0%,0,100%,9999
7/19/2025 4:00:00 AM - 5:00:00 AM,45857.125,"152,930,356 KByte",1.57E+11,"348,021 kbit/s",43502606.98,"13,843,243 KByte",14175481111,"31,503 kbit/s",3937852.412,"139,087,113 KByte",1.42E+11,"316,518 kbit/s",39564754.57,0%,0,100%,9999
7/19/2025 5:00:00 AM - 6:00:00 AM,45857.16667,"126,561,925 KByte",1.30E+11,"288,015 kbit/s",36001836.64,"11,403,575 KByte",11677261005,"25,951 kbit/s",3243863.827,"115,158,350 KByte",1.18E+11,"262,064 kbit/s",32757972.82,0%,0,100%,9999
7/19/2025 6:00:00 AM - 7:00:00 AM,45857.20833,"114,038,028 KByte",1.17E+11,"259,516 kbit/s",32439556,"10,943,727 KByte",11206376073,"24,905 kbit/s",3113081.134,"103,094,301 KByte",1.06E+11,"234,612 kbit/s",29326474.86,0%,0,100%,9999
7/19/2025 7:00:00 AM - 8:00:00 AM,45857.25,"127,395,092 KByte",1.30E+11,"289,915 kbit/s",36239342.76,"10,573,628 KByte",10827394859,"24,063 kbit/s",3007818.56,"116,821,464 KByte",1.20E+11,"265,852 kbit/s",33231524.2,0%,0,100%,9999
7/19/2025 8:00:00 AM - 9:00:00 AM,45857.29167,"165,096,428 KByte",1.69E+11,"375,712 kbit/s",46964023,"11,639,762 KByte",11919116445,"26,489 kbit/s",3311095.616,"153,456,665 KByte",1.57E+11,"349,223 kbit/s",43652927.39,0%,0,100%,9999
7/19/2025 9:00:00 AM - 10:00:00 AM,45857.33333,"211,315,075 KByte",2.16E+11,"480,893 kbit/s",60111573.43,"15,367,790 KByte",15736616506,"34,973 kbit/s",4371585.945,"195,947,285 KByte",2.01E+11,"445,920 kbit/s",55739987.48,0%,0,100%,9999
7/19/2025 10:00:00 AM - 11:00:00 AM,45857.375,"271,371,498 KByte",2.78E+11,"617,559 kbit/s",77194832.47,"18,550,035 KByte",18995236343,"42,214 kbit/s",5276777.009,"252,821,463 KByte",2.59E+11,"575,344 kbit/s",71918055.46,0%,0,100%,9999
7/19/2025 11:00:00 AM - 12:00:00 PM,45857.41667,"302,987,622 KByte",3.10E+11,"689,505 kbit/s",86188173.37,"25,125,001 KByte",25728001256,"57,177 kbit/s",7147083.929,"277,862,620 KByte",2.85E+11,"632,329 kbit/s",79041089.44,0%,0,100%,9999
7/19/2025 12:00:00 PM - 1:00:00 PM,45857.45833,"330,945,952 KByte",3.39E+11,"753,126 kbit/s",94140706.1,"24,119,958 KByte",24698836910,"54,889 kbit/s",6861150.147,"306,825,994 KByte",3.14E+11,"698,236 kbit/s",87279555.95,0%,0,100%,9999
7/19/2025 1:00:00 PM - 2:00:00 PM,45857.5,"363,212,616 KByte",3.72E+11,"826,566 kbit/s",103320698.8,"28,309,375 KByte",28988800047,"64,424 kbit/s",8052981.323,"334,903,241 KByte",3.43E+11,"762,142 kbit/s",95267717.43,0%,0,100%,9999
7/19/2025 2:00:00 PM - 3:00:00 PM,45857.54167,"373,737,927 KByte",3.83E+11,"850,506 kbit/s",106313288,"30,412,171 KByte",31142062775,"69,208 kbit/s",8651029.575,"343,325,756 KByte",3.52E+11,"781,298 kbit/s",97662258.46,0%,0,100%,9999
7/19/2025 3:00:00 PM - 4:00:00 PM,45857.58333,"342,841,740 KByte",3.51E+11,"835,950 kbit/s",104493809.6,"27,110,083 KByte",27760724900,"66,102 kbit/s",8262809.073,"315,731,657 KByte",3.23E+11,"769,848 kbit/s",96231000.51,2%,1.68,99%,9874
7/19/2025 4:00:00 PM - 5:00:00 PM,45857.625,"358,615,010 KByte",3.67E+11,"816,105 kbit/s",102013131.5,"29,255,675 KByte",29957810856,"66,578 kbit/s",8322192.057,"329,359,335 KByte",3.37E+11,"749,528 kbit/s",93690939.48,0%,0,100%,9999
7/19/2025 5:00:00 PM - 6:00:00 PM,45857.66667,"329,430,312 KByte",3.37E+11,"749,687 kbit/s",93710869.58,"26,929,766 KByte",27576080214,"61,284 kbit/s",7660532.984,"302,500,547 KByte",3.10E+11,"688,403 kbit/s",86050336.6,0%,0,100%,9999
7/19/2025 6:00:00 PM - 7:00:00 PM,45857.70833,"276,572,880 KByte",2.83E+11,"674,347 kbit/s",84293393.3,"21,419,581 KByte",21933650873,"52,226 kbit/s",6528222.01,"255,153,299 KByte",2.61E+11,"622,121 kbit/s",77765171.29,2%,1.68,99%,9874
7/19/2025 7:00:00 PM - 8:00:00 PM,45857.75,"259,966,031 KByte",2.66E+11,"591,608 kbit/s",73951028.88,"21,972,371 KByte",22499707811,"50,003 kbit/s",6250352.889,"237,993,661 KByte",2.44E+11,"541,605 kbit/s",67700675.99,0%,0,100%,9999
7/19/2025 8:00:00 PM - 9:00:00 PM,45857.79167,"119,396,077 KByte",1.22E+11,"271,711 kbit/s",33963909.53,"12,984,794 KByte",13296429278,"29,550 kbit/s",3693709.085,"106,411,283 KByte",1.09E+11,"242,162 kbit/s",30270200.45,0%,0,100%,9999
7/19/2025 9:00:00 PM - 10:00:00 PM,45857.83333,"176,621,754 KByte",1.81E+11,"401,944 kbit/s",50242984.42,"14,322,326 KByte",14666062078,"32,594 kbit/s",4074223.017,"162,299,428 KByte",1.66E+11,"369,350 kbit/s",46168761.41,0%,0,100%,9999
7/19/2025 10:00:00 PM - 11:00:00 PM,45857.875,"192,618,126 KByte",1.97E+11,"438,340 kbit/s",54792504.3,"13,488,136 KByte",13811850781,"30,695 kbit/s",3836859.692,"179,129,991 KByte",1.83E+11,"407,645 kbit/s",50955644.61,0%,0,100%,9999
7/19/2025 11:00:00 PM - 12:00:00 AM,45857.91667,"263,949,767 KByte",2.70E+11,"600,671 kbit/s",75083841.98,"18,743,127 KByte",19192962195,"42,654 kbit/s",5331719.025,"245,206,640 KByte",2.51E+11,"558,017 kbit/s",69752122.96,0%,0,100%,9999
7/20/2025 12:00:00 AM - 1:00:00 AM,45857.95833,"359,284,750 KByte",3.68E+11,"817,627 kbit/s",102203364.6,"27,863,020 KByte",28531731971,"63,408 kbit/s",7926009.504,"331,421,730 KByte",3.39E+11,"754,219 kbit/s",94277355.05,0%,0,100%,9999
7/20/2025 1:00:00 AM - 2:00:00 AM,45858,"337,322,005 KByte",3.45E+11,"767,644 kbit/s",95955500.71,"25,839,189 KByte",26459329397,"58,802 kbit/s",7350283.323,"311,482,816 KByte",3.19E+11,"708,842 kbit/s",88605217.39,0%,0,100%,9999
7/20/2025 2:00:00 AM - 3:00:00 AM,45858.04167,"293,526,720 KByte",3.01E+11,"667,981 kbit/s",83497611.35,"21,299,026 KByte",21810202515,"48,470 kbit/s",6058793.507,"272,227,694 KByte",2.79E+11,"619,511 kbit/s",77438817.84,0%,0,100%,9999
7/20/2025 3:00:00 AM - 4:00:00 AM,45858.08333,"208,932,173 KByte",2.14E+11,"475,466 kbit/s",59433227.87,"17,489,538 KByte",17909286813,"39,801 kbit/s",4975105.927,"191,442,635 KByte",1.96E+11,"435,665 kbit/s",54458121.94,0%,0,100%,9999
7/20/2025 4:00:00 AM - 5:00:00 AM,45858.125,"140,199,277 KByte",1.44E+11,"319,056 kbit/s",39882007.51,"15,316,403 KByte",15683996702,"34,856 kbit/s",4357004.629,"124,882,874 KByte",1.28E+11,"284,200 kbit/s",35525002.88,0%,0,100%,9999
7/20/2025 5:00:00 AM - 6:00:00 AM,45858.16667,"131,108,599 KByte",1.34E+11,"298,364 kbit/s",37295495.46,"15,034,161 KByte",15394981340,"34,213 kbit/s",4276656.936,"116,074,438 KByte",1.19E+11,"264,151 kbit/s",33018838.52,0%,0,100%,9999
7/20/2025 6:00:00 AM - 7:00:00 AM,45858.20833,"113,046,072 KByte",1.16E+11,"257,259 kbit/s",32157381.66,"14,150,391 KByte",14490000361,"32,202 kbit/s",4025257.27,"98,895,681 KByte",1.01E+11,"225,057 kbit/s",28132124.39,0%,0,100%,9999
7/20/2025 7:00:00 AM - 8:00:00 AM,45858.25,"108,110,931 KByte",1.11E+11,"246,027 kbit/s",30753432.96,"10,904,985 KByte",11166704320,"24,816 kbit/s",3102051.881,"97,205,946 KByte",99538888591,"221,211 kbit/s",27651381.08,0%,0,100%,9999
7/20/2025 8:00:00 AM - 9:00:00 AM,45858.29167,"146,904,960 KByte",1.50E+11,"334,310 kbit/s",41788737.35,"14,915,274 KByte",15273240362,"33,943 kbit/s",4242814.265,"131,989,686 KByte",1.35E+11,"300,367 kbit/s",37545923.09,0%,0,100%,9999
7/20/2025 9:00:00 AM - 10:00:00 AM,45858.33333,"189,470,589 KByte",1.94E+11,"431,178 kbit/s",53897299.88,"15,285,401 KByte",15652250431,"34,785 kbit/s",4348125.139,"174,185,188 KByte",1.78E+11,"396,393 kbit/s",49549174.74,0%,0,100%,9999
7/20/2025 10:00:00 AM - 11:00:00 AM,45858.375,"91,218,384 KByte",93407625279,"207,586 kbit/s",25948292.46,"6,496,114 KByte",6652020234,"14,783 kbit/s",1847906.592,"84,722,271 KByte",86755605045,"192,803 kbit/s",24100385.87,0%,0,100%,9999
7/20/2025 11:00:00 AM - 12:00:00 PM,45858.41667,"102,717,130 KByte",1.05E+11,"233,752 kbit/s",29219021.5,"7,839,251 KByte",8027393187,"17,840 kbit/s",2229961.522,"94,877,879 KByte",97154948201,"215,912 kbit/s",26989059.97,0%,0,100%,9999
7/20/2025 12:00:00 PM - 1:00:00 PM,45858.45833,"145,274,370 KByte",1.49E+11,"330,605 kbit/s",41325586.97,"9,932,599 KByte",10170981153,"22,604 kbit/s",2825484.454,"135,341,772 KByte",1.39E+11,"308,001 kbit/s",38500102.51,0%,0,100%,9999
7/20/2025 1:00:00 PM - 2:00:00 PM,45858.5,"170,217,352 KByte",1.74E+11,"387,363 kbit/s",48420339.11,"11,916,853 KByte",12202857348,"27,119 kbit/s",3389889.757,"158,300,499 KByte",1.62E+11,"360,244 kbit/s",45030449.35,0%,0,100%,9999
7/20/2025 2:00:00 PM - 3:00:00 PM,45858.54167,"179,617,591 KByte",1.84E+11,"408,760 kbit/s",51095058.03,"14,243,490 KByte",14585333834,"32,414 kbit/s",4051785.505,"165,374,101 KByte",1.69E+11,"376,346 kbit/s",47043272.53,0%,0,100%,9999
7/20/2025 3:00:00 PM - 4:00:00 PM,45858.58333,"326,980,790 KByte",3.35E+11,"744,117 kbit/s",93014586.87,"24,515,174 KByte",25103537677,"55,790 kbit/s",6973708.567,"302,465,616 KByte",3.10E+11,"688,327 kbit/s",86040878.3,0%,0,100%,9999
7/20/2025 4:00:00 PM - 5:00:00 PM,45858.625,"367,687,777 KByte",3.77E+11,"836,759 kbit/s",104594880.7,"25,507,471 KByte",26119650395,"58,048 kbit/s",7256022.8,"342,180,306 KByte",3.50E+11,"778,711 kbit/s",97338857.95,0%,0,100%,9999
7/20/2025 5:00:00 PM - 6:00:00 PM,45858.66667,"359,441,431 KByte",3.68E+11,"817,988 kbit/s",102248502.8,"28,513,274 KByte",29197592934,"64,888 kbit/s",8111028.278,"330,928,157 KByte",3.39E+11,"753,100 kbit/s",94137474.49,0%,0,100%,9999
7/20/2025 6:00:00 PM - 7:00:00 PM,45858.70833,"342,490,937 KByte",3.51E+11,"779,424 kbit/s",97428033.87,"29,019,406 KByte",29715872094,"66,041 kbit/s",8255119.773,"313,471,530 KByte",3.21E+11,"713,383 kbit/s",89172914.09,0%,0,100%,9999
7/20/2025 7:00:00 PM - 8:00:00 PM,45858.75,"295,966,326 KByte",3.03E+11,"673,540 kbit/s",84192525.6,"26,512,413 KByte",27148710603,"60,335 kbit/s",7541895.093,"269,453,914 KByte",2.76E+11,"613,205 kbit/s",76650630.51,0%,0,100%,9999
7/20/2025 8:00:00 PM - 9:00:00 PM,45858.79167,"310,043,585 KByte",3.17E+11,"705,572 kbit/s",88196545.11,"27,536,458 KByte",28197332668,"62,665 kbit/s",7833158.136,"282,507,128 KByte",2.89E+11,"642,907 kbit/s",80363386.97,0%,0,100%,9999
7/20/2025 9:00:00 PM - 10:00:00 PM,45858.83333,"372,153,567 KByte",3.81E+11,"846,922 kbit/s",105865248.4,"34,100,059 KByte",34918460653,"77,603 kbit/s",9700326.874,"338,053,507 KByte",3.46E+11,"769,319 kbit/s",96164921.57,0%,0,100%,9999
7/20/2025 10:00:00 PM - 11:00:00 PM,45858.875,"356,459,634 KByte",3.65E+11,"811,202 kbit/s",101400285.9,"29,347,513 KByte",30051853795,"66,787 kbit/s",8348340.101,"327,112,120 KByte",3.35E+11,"744,416 kbit/s",93051945.79,0%,0,100%,9999
7/20/2025 11:00:00 PM - 12:00:00 AM,45858.91667,"368,317,859 KByte",3.77E+11,"838,188 kbit/s",104773535.7,"28,913,031 KByte",29606943796,"65,798 kbit/s",8224745.064,"339,404,828 KByte",3.48E+11,"772,390 kbit/s",96548790.67,0%,0,100%,9999
7/21/2025 12:00:00 AM - 1:00:00 AM,45858.95833,"306,961,285 KByte",3.14E+11,"750,384 kbit/s",93798000.61,"23,946,357 KByte",24521069153,"58,538 kbit/s",7317275.762,"283,014,928 KByte",2.90E+11,"691,846 kbit/s",86480724.85,2%,1.69,98%,9846
7/21/2025 1:00:00 AM - 2:00:00 AM,45859,"346,953,995 KByte",3.55E+11,"789,559 kbit/s",98694893.69,"27,848,681 KByte",28517049387,"63,375 kbit/s",7921864.716,"319,105,314 KByte",3.27E+11,"726,184 kbit/s",90773028.97,0%,0,100%,9999
7/21/2025 2:00:00 AM - 3:00:00 AM,45859.04167,"273,419,803 KByte",2.80E+11,"656,911 kbit/s",82113828.35,"20,803,391 KByte",21302672537,"49,982 kbit/s",6247704.341,"252,616,412 KByte",2.59E+11,"606,929 kbit/s",75866124.01,0%,0,98%,9846
7/21/2025 3:00:00 AM - 4:00:00 AM,45859.08333,"217,291,734 KByte",2.23E+11,"494,490 kbit/s",61811203.95,"24,422,613 KByte",25008756099,"55,578 kbit/s",6947301.251,"192,869,121 KByte",1.97E+11,"438,911 kbit/s",54863902.7,0%,0,100%,9999
7/21/2025 4:00:00 AM - 5:00:00 AM,45859.125,"126,843,610 KByte",1.30E+11,"288,658 kbit/s",36082265.39,"9,234,119 KByte",9455738311,"21,014 kbit/s",2626761.796,"117,609,490 KByte",1.20E+11,"267,644 kbit/s",33455503.6,0%,0,100%,9999
7/21/2025 5:00:00 AM - 6:00:00 AM,45859.16667,"104,265,627 KByte",1.07E+11,"237,278 kbit/s",29659755.71,"8,541,072 KByte",8746057411,"19,437 kbit/s",2429622.367,"95,724,555 KByte",98021944819,"217,841 kbit/s",27230133.35,0%,0,100%,9999
7/21/2025 6:00:00 AM - 7:00:00 AM,45859.20833,"98,277,394 KByte",1.01E+11,"223,652 kbit/s",27956477.83,"13,027,678 KByte",13340341900,"29,647 kbit/s",3705918.178,"85,249,716 KByte",87295709608,"194,004 kbit/s",24250559.65,0%,0,100%,9999
7/21/2025 7:00:00 AM - 8:00:00 AM,45859.25,"113,587,537 KByte",1.16E+11,"258,492 kbit/s",32311498.05,"10,060,256 KByte",10301702140,"22,894 kbit/s",2861774.713,"103,527,281 KByte",1.06E+11,"235,598 kbit/s",29449723.34,0%,0,100%,9999
7/21/2025 8:00:00 AM - 9:00:00 AM,45859.29167,"156,068,432 KByte",1.60E+11,"355,166 kbit/s",44395758.14,"13,927,502 KByte",14261761737,"31,695 kbit/s",3961864.607,"142,140,930 KByte",1.46E+11,"323,471 kbit/s",40433893.53,0%,0,100%,9999
7/21/2025 9:00:00 AM - 10:00:00 AM,45859.33333,"186,809,613 KByte",1.91E+11,"425,125 kbit/s",53140646.93,"15,668,142 KByte",16044177822,"35,656 kbit/s",4457025.577,"171,141,471 KByte",1.75E+11,"389,469 kbit/s",48683621.35,0%,0,100%,9999
7/21/2025 10:00:00 AM - 11:00:00 AM,45859.375,"237,351,911 KByte",2.43E+11,"540,145 kbit/s",67518121.34,"17,850,772 KByte",18279190325,"40,623 kbit/s",5077905.5,"219,501,140 KByte",2.25E+11,"499,522 kbit/s",62440215.84,0%,0,100%,9999
7/21/2025 11:00:00 AM - 12:00:00 PM,45859.41667,"297,096,484 KByte",3.04E+11,"676,108 kbit/s",84513548.01,"21,860,312 KByte",22384959449,"49,748 kbit/s",6218493.405,"275,236,172 KByte",2.82E+11,"626,360 kbit/s",78295054.61,0%,0,100%,9999
7/21/2025 12:00:00 PM - 1:00:00 PM,45859.45833,"340,937,872 KByte",3.49E+11,"775,868 kbit/s",96983540.9,"27,545,273 KByte",28206359228,"62,684 kbit/s",7835556.86,"313,392,599 KByte",3.21E+11,"713,184 kbit/s",89147984.04,0%,0,100%,9999
7/21/2025 1:00:00 PM - 2:00:00 PM,45859.5,"320,434,282 KByte",3.28E+11,"729,219 kbit/s",91152334.47,"31,916,726 KByte",32682727794,"72,634 kbit/s",9079191.218,"288,517,555 KByte",2.95E+11,"656,585 kbit/s",82073143.25,0%,0,100%,9999
7/21/2025 2:00:00 PM - 3:00:00 PM,45859.54167,"252,032,592 KByte",2.58E+11,"650,347 kbit/s",81293409.63,"26,522,163 KByte",27158695217,"68,438 kbit/s",8554755.021,"225,510,429 KByte",2.31E+11,"581,909 kbit/s",72738654.61,2%,1.71,97%,9735
7/21/2025 3:00:00 PM - 4:00:00 PM,45859.58333,"349,140,164 KByte",3.58E+11,"794,547 kbit/s",99318428.81,"30,568,188 KByte",31301824399,"69,565 kbit/s",8695603.392,"318,571,976 KByte",3.26E+11,"724,983 kbit/s",90622825.42,0%,0,100%,9999
